Целевая URL,Title целевой,H1 целевой,Текущих Content Inlinks,Текущих Card Inlinks,URL донора,Title донора,H1 донора,Cosine Similarity,Приоритет донора,Уже есть слабая ссылка,Текущие позиции ссылки
https://longwang.ru/useful-articles/import-of-batteries/,Ввоз аккумуляторов из Китая в Россию что нужно знать,Ввоз аккумуляторов из Китая: где чаще всего теряют деньги и как этого избежать,2,0,https://longwang.ru/useful-articles/kak-poluchit-gruz-v-terminale-pulkovo/,"Как получить груз в терминале Пулково: пошаговая инструкция для тех, кто здесь впервые - Long Wang","Как получить груз в терминале Пулково: пошаговая инструкция для тех, кто здесь впервые",0.908408,4,no,
https://longwang.ru/useful-articles/kak-poluchit-gruz-v-terminale-pulkovo/,"Как получить груз в терминале Пулково: пошаговая инструкция для тех, кто здесь впервые - Long Wang","Как получить груз в терминале Пулково: пошаговая инструкция для тех, кто здесь впервые",2,0,https://longwang.ru/useful-articles/import-of-batteries/,Ввоз аккумуляторов из Китая в Россию что нужно знать,Ввоз аккумуляторов из Китая: где чаще всего теряют деньги и как этого избежать,0.908408,8,no,
https://longwang.ru/useful-articles/logistika-iz-kitaya/,Логистика из Китая - Long Wang,Логистика из Китая,2,0,https://longwang.ru/supplies-services-china/,Услуги по Китаю — карта направлений для бизнеса - Long Wang,Услуги по Китаю,0.908303,5,no,
https://longwang.ru/useful-articles/proslezhivaemost-tovarov/,Прослеживаемость импортных товаров суть системы - Long Wang,Прослеживаемость импортных товаров суть системы,2,0,https://longwang.ru/useful-articles/otkaznye-pisma/,Отказные письма на китайские товары- Long Wang,Отказные письма,0.908166,4,no,
https://longwang.ru/useful-articles/chtoby-ozhidanie-sovpadalo-s-realnostyu-7-prakticheskih-rekomendaczii-dlya-vedeniya-biznesa-s-kitaem-s-nulya/,7 практических рекомендаций для ведения бизнеса с Китаем с нуля - Long Wang,7 практических рекомендаций для ведения бизнеса с Китаем с нуля,2,0,https://longwang.ru/posledniye-novosti-iz-kitaya/page/7/,Последние новости из Китая - Страница 7 из 10 - Long Wang,новости из китая - Страница 7,0.908039,2,no,
https://longwang.ru/useful-articles/import-of-batteries/,Ввоз аккумуляторов из Китая в Россию что нужно знать,Ввоз аккумуляторов из Китая: где чаще всего теряют деньги и как этого избежать,2,0,https://longwang.ru/useful-articles/purchases-without-intermediaries/,Как снизить риски при закупке товаров в Китае без посредников Long Wang,Как закупать товары оптом в Китае без посредников: советы и риски,0.90801,5,no,
https://longwang.ru/useful-articles/ten-mistakes/,10 ключевых ошибок при работе с Китаем в Новый год,10 ключевых ошибок при работе с китайскими поставщиками в Новый год,2,0,https://longwang.ru/useful-articles/kak-nachat-biznes-s-kitaem-chast-1/,Советы для начинающих: как начать бизнес с Китаем с нуля (Часть 1) - Long Wang,Советы для начинающих: как начать бизнес с Китаем с нуля (Часть 1),0.907835,4,no,
https://longwang.ru/useful-articles/logistika-iz-kitaya/,Логистика из Китая - Long Wang,Логистика из Китая,2,0,https://longwang.ru/useful-articles/shipping-cost/,Доставка товаров из Китая в Россию – экономия на упаковке - Long Wang,Как снизить стоимость доставки из Китая: правильная упаковка,0.907796,6,no,
https://longwang.ru/useful-articles/useful-articles-furniture-from-china/,"Импорт мебели из Китая: поставщики, доставка и таможня",Импорт мебели из Китая: как найти поставщика и избежать ошибок,2,0,https://longwang.ru/useful-articles/incorrect-import-calculation/,Как избежать проблем при выкупе и доставке из Китая - Long Wang,Рост цены при доставке и импорте из Китая через агента или брокера и как этого избежать,0.907576,3,no,
https://longwang.ru/useful-articles/kak-nachat-biznes-s-kitaem-s-nulya-chast-2/,Советы для начинающих: как начать бизнес с Китаем с нуля (Часть 2) - Long Wang,Советы для начинающих: как начать бизнес с Китаем с нуля (Часть 2),2,0,https://longwang.ru/useful-articles/otkaznye-pisma/,Отказные письма на китайские товары- Long Wang,Отказные письма,0.907567,8,no,
https://longwang.ru/useful-articles/negotiations-with-chinese-partners/,"Переговоры с китайскими партнёрами: психология, тактика и скрытые смыслы",Переговоры с китайскими партнёрами: как их понимать и договариваться,2,0,https://longwang.ru/useful-articles/incorrect-import-calculation/,Как избежать проблем при выкупе и доставке из Китая - Long Wang,Рост цены при доставке и импорте из Китая через агента или брокера и как этого избежать,0.907533,3,no,
https://longwang.ru/useful-articles/logistika-iz-kitaya/,Логистика из Китая - Long Wang,Логистика из Китая,2,0,https://longwang.ru/useful-articles/otkaznye-pisma/,Отказные письма на китайские товары- Long Wang,Отказные письма,0.907459,7,no,
https://longwang.ru/novosti-is-kitaya/portah-dalnego-vostoka/,Порты ДФО: Улучшение ситуации - обзор на октябрь 2022 - Long Wang,Порты ДФО: Улучшение ситуации — обзор на октябрь 2022,2,0,https://longwang.ru/posledniye-novosti-iz-kitaya/page/2/,Последние новости из Китая - Страница 2 из 10 - Long Wang,новости из китая - Страница 2,0.907444,3,no,
https://longwang.ru/useful-articles/oplata-tovarov-v-kitae/,"Оплата товаров в Китае в этом году: способы, условия, таблица сравнения",Оплата товаров в Китае в новых реалиях,2,0,https://longwang.ru/posledniye-novosti-iz-kitaya/page/4/,Последние новости из Китая - Страница 4 из 10 - Long Wang,новости из китая - Страница 4,0.907377,3,no,
https://longwang.ru/novosti-is-kitaya/portah-dalnego-vostoka/,Порты ДФО: Улучшение ситуации - обзор на октябрь 2022 - Long Wang,Порты ДФО: Улучшение ситуации — обзор на октябрь 2022,2,0,https://longwang.ru/useful-articles/otkaznye-pisma/,Отказные письма на китайские товары- Long Wang,Отказные письма,0.907291,4,no,
https://longwang.ru/useful-articles/incorrect-labeling/,Неправильная маркировка товаров из Китая: штрафы до 1 млн и блокировки маркетплейсов,"Неправильная маркировка товаров из Китая: штрафы, риски и как их избежать",2,0,https://longwang.ru/useful-articles/page/5/,Полезные статьи для работы с Китаем - Страница 5 из 7 - Long Wang,Полезные статьи для работы с Китаем,0.906945,5,no,
https://longwang.ru/useful-articles/import-of-batteries/,Ввоз аккумуляторов из Китая в Россию что нужно знать,Ввоз аккумуляторов из Китая: где чаще всего теряют деньги и как этого избежать,2,0,https://longwang.ru/supplies-services-china/dostavka-is-kitaya/tamojennoe-oformlenie-china/,Таможенное оформление из Китая: растаможка под ключ,Таможенное оформление грузов из Китая,0.906768,6,no,
https://longwang.ru/novosti-is-kitaya/portah-dalnego-vostoka/,Порты ДФО: Улучшение ситуации - обзор на октябрь 2022 - Long Wang,Порты ДФО: Улучшение ситуации — обзор на октябрь 2022,2,0,https://longwang.ru/useful-articles/page/6/,Полезные статьи для работы с Китаем - Страница 6 из 7 - Long Wang,Полезные статьи для работы с Китаем,0.906744,5,no,
https://longwang.ru/useful-articles/import-of-batteries/,Ввоз аккумуляторов из Китая в Россию что нужно знать,Ввоз аккумуляторов из Китая: где чаще всего теряют деньги и как этого избежать,2,0,https://longwang.ru/useful-articles/customs-clearance-china/,Как растаможить товар из Китая - Long Wang,Как растаможить товар из Китая,0.906741,7,no,
https://longwang.ru/useful-articles/find-chinese-supplier/,Как найти и проверить поставщика в Китае: с чего начать и что важно знать,Гид для начинающих импортёров: как искать и проверять поставщика в Китае,2,0,https://longwang.ru/useful-articles/kitajskie-internet-magaziny/,Китайские интернет-магазины: главные особенности - Long Wang,Китайские интернет-магазины: главные особенности,0.906721,4,no,
https://longwang.ru/useful-articles/kitajskie-internet-magaziny/,Китайские интернет-магазины: главные особенности - Long Wang,Китайские интернет-магазины: главные особенности,2,0,https://longwang.ru/useful-articles/find-chinese-supplier/,Как найти и проверить поставщика в Китае: с чего начать и что важно знать,Гид для начинающих импортёров: как искать и проверять поставщика в Китае,0.906721,1,no,
https://longwang.ru/useful-articles/zashhita-informaczii-ved/,Защита коммерческой информации по сделкам ВЭД - Long Wang,Защита коммерческой информации по сделкам ВЭД,2,0,https://longwang.ru/supplies-services-china/autsorsing-ved/,Аутсорсинг ВЭД — сопровождение внешнеэкономической деятельности - Long Wang,Аутсорсинг ВЭД для бизнеса,0.906684,5,no,
https://longwang.ru/international/proizvodstvo-plastmassovyh-izdelij-v-kitae/,Производство пластмассовых изделий в Китае - Long Wang,Производство пластмассовых изделий в Китае,2,0,https://longwang.ru/international/volna-kitayskogo-eksporta/,Новая волна китайского экспорта 2026: что меняется для российского бизнеса,Новая волна китайского экспорта: возможности и риски для российского импорта,0.906384,1,no,
https://longwang.ru/useful-articles/zashhita-informaczii-ved/,Защита коммерческой информации по сделкам ВЭД - Long Wang,Защита коммерческой информации по сделкам ВЭД,2,0,https://longwang.ru/useful-articles/pryamye-postavki-iz-kitaya/,ПРЯМЫЕ ПОСТАВКИ ИЗ КИТАЯ - Long Wang,ПРЯМЫЕ ПОСТАВКИ ИЗ КИТАЯ,0.906121,6,no,
https://longwang.ru/useful-articles/rasschitat-dostavku-iz-kitaya/,Как самостоятельно рассчитать стоимость доставки из Китая,Как самостоятельно рассчитать стоимость доставки из Китая в Россию,2,0,https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/,Авиадоставка из Китая – Long Wang,Авиа доставка из Китая,0.906069,1,no,
https://longwang.ru/useful-articles/proslezhivaemost-tovarov/,Прослеживаемость импортных товаров суть системы - Long Wang,Прослеживаемость импортных товаров суть системы,2,0,https://longwang.ru/useful-articles/agent-ved-broker-kitay/,Импорт из Китая под свой контракт или через брокера? - Long Wang,"Импорт из Китая: сами, через брокера или через агента ВЭД — что реально работает",0.906005,5,no,
https://longwang.ru/useful-articles/laboratory-thermo-equipment/,"Как выбрать лабораторное термооборудование из Китая: печи, шкафы, камеры",Как выбрать лабораторное термооборудование из Китая,2,0,https://longwang.ru/supplies-services-china/equipment-from-china/thermo-equipment-china/drying-cultivation-cabinets/,Комбинированные сушильные шкафы с режимом культивирования — сушка до 250°C и инкубация до 80°C,Комбинированные сушильные шкафы с режимом культивирования,0.905984,3,no,
https://longwang.ru/useful-articles/bayer-v-kitae-plyusy-i-minusy/,Байер в Китае - плюсы и минусы - Long Wang,Байер в Китае — плюсы и минусы,2,0,https://longwang.ru/useful-articles/kak-nachat-biznes-s-kitaem-s-nulya-chast-2/,Советы для начинающих: как начать бизнес с Китаем с нуля (Часть 2) - Long Wang,Советы для начинающих: как начать бизнес с Китаем с нуля (Часть 2),0.905799,2,no,
https://longwang.ru/useful-articles/logistika-iz-kitaya/,Логистика из Китая - Long Wang,Логистика из Китая,2,0,https://longwang.ru/supplies-services-china/equipment-from-china/,Оборудование из Китая — поставка оборудования для бизнеса,Оборудование из Китая для бизнеса,0.905477,8,no,
https://longwang.ru/useful-articles/ten-mistakes/,10 ключевых ошибок при работе с Китаем в Новый год,10 ключевых ошибок при работе с китайскими поставщиками в Новый год,2,0,https://longwang.ru/useful-articles/pryamye-postavki-iz-kitaya/,ПРЯМЫЕ ПОСТАВКИ ИЗ КИТАЯ - Long Wang,ПРЯМЫЕ ПОСТАВКИ ИЗ КИТАЯ,0.905427,5,no,
https://longwang.ru/useful-articles/import-of-batteries/,Ввоз аккумуляторов из Китая в Россию что нужно знать,Ввоз аккумуляторов из Китая: где чаще всего теряют деньги и как этого избежать,2,0,https://longwang.ru/useful-articles/pryamye-postavki-iz-kitaya/,ПРЯМЫЕ ПОСТАВКИ ИЗ КИТАЯ - Long Wang,ПРЯМЫЕ ПОСТАВКИ ИЗ КИТАЯ,0.905315,8,no,
https://longwang.ru/useful-articles/proslezhivaemost-tovarov/,Прослеживаемость импортных товаров суть системы - Long Wang,Прослеживаемость импортных товаров суть системы,2,0,https://longwang.ru/useful-articles/kak-vernut-tovar-v-kitay/,Как вернуть товар в Китай - Long Wang,Как вернуть товар в Китай,0.905139,6,no,
https://longwang.ru/useful-articles/proslezhivaemost-tovarov/,Прослеживаемость импортных товаров суть системы - Long Wang,Прослеживаемость импортных товаров суть системы,2,0,https://longwang.ru/useful-articles/parallelnyj-import-segodnya/,Параллельный импорт из Китая в настоящем: описание методик и правил,Параллельный импорт из Китая 2026: как ввозить бренды и где брать оригиналы,0.904937,7,no,
https://longwang.ru/useful-articles/ten-mistakes/,10 ключевых ошибок при работе с Китаем в Новый год,10 ключевых ошибок при работе с китайскими поставщиками в Новый год,2,0,https://longwang.ru/supplies-services-china/poisk-tovara-v-kitae/,Поиск товара в Китае — подбор продукта под бизнес и бюджет - Long Wang,Поиск товара в Китае,0.904937,6,no,
https://longwang.ru/international/tovarooborot-rossii-i-kitaya-stavit-rekordy/,Товарооборот России и Китая: как рекорды 2025–2026 меняют правила импорта,Рекорды товарооборота России и Китая: что это значит для бизнеса,2,0,https://longwang.ru/international/keetay-nasheemee-partnyeramee/,Россия и Китай: рост торговли сельхозпродукцией в 2025–2026,Россия и Китай: как растёт торговля сельхозпродукцией,0.904761,5,no,
https://longwang.ru/useful-articles/zashhita-informaczii-ved/,Защита коммерческой информации по сделкам ВЭД - Long Wang,Защита коммерческой информации по сделкам ВЭД,2,0,https://longwang.ru/supplies-services-china/goods-check-china/,Проверка товара в Китае — инспекция и контроль качества,Проверка товара в Китае,0.904627,7,no,
https://longwang.ru/useful-articles/chtoby-ozhidanie-sovpadalo-s-realnostyu-7-prakticheskih-rekomendaczii-dlya-vedeniya-biznesa-s-kitaem-s-nulya/,7 практических рекомендаций для ведения бизнеса с Китаем с нуля - Long Wang,7 практических рекомендаций для ведения бизнеса с Китаем с нуля,2,0,https://longwang.ru/supplies-services-china/,Услуги по Китаю — карта направлений для бизнеса - Long Wang,Услуги по Китаю,0.904482,3,no,
https://longwang.ru/useful-articles/incorrect-labeling/,Неправильная маркировка товаров из Китая: штрафы до 1 млн и блокировки маркетплейсов,"Неправильная маркировка товаров из Китая: штрафы, риски и как их избежать",2,0,https://longwang.ru/useful-articles/ozon-from-china/,Закупка товаров из Китая для Ozon: как не потерять деньги на старте - Long Wang,Закупка товаров из Китая для Ozon: как не потерять деньги на старте,0.904426,6,no,
https://longwang.ru/useful-articles/ozon-from-china/,Закупка товаров из Китая для Ozon: как не потерять деньги на старте - Long Wang,Закупка товаров из Китая для Ozon: как не потерять деньги на старте,2,0,https://longwang.ru/useful-articles/incorrect-labeling/,Неправильная маркировка товаров из Китая: штрафы до 1 млн и блокировки маркетплейсов,"Неправильная маркировка товаров из Китая: штрафы, риски и как их избежать",0.904426,2,no,
https://longwang.ru/useful-articles/zashhita-informaczii-ved/,Защита коммерческой информации по сделкам ВЭД - Long Wang,Защита коммерческой информации по сделкам ВЭД,2,0,https://longwang.ru/useful-articles/dokumentalnoe-oformlenie-importa-cherez-agenta/,Документы для импорта из Китая через агента: карго и официальный импорт,Документальное оформление импорта через агента: какие документы получает импортёр,0.904393,8,no,
https://longwang.ru/useful-articles/chtoby-ozhidanie-sovpadalo-s-realnostyu-7-prakticheskih-rekomendaczii-dlya-vedeniya-biznesa-s-kitaem-s-nulya/,7 практических рекомендаций для ведения бизнеса с Китаем с нуля - Long Wang,7 практических рекомендаций для ведения бизнеса с Китаем с нуля,2,0,https://longwang.ru/useful-articles/kak-nachat-biznes-s-kitaem-chast-1/,Советы для начинающих: как начать бизнес с Китаем с нуля (Часть 1) - Long Wang,Советы для начинающих: как начать бизнес с Китаем с нуля (Часть 1),0.904376,4,no,
https://longwang.ru/useful-articles/bayer-v-kitae-plyusy-i-minusy/,Байер в Китае - плюсы и минусы - Long Wang,Байер в Китае — плюсы и минусы,2,0,https://longwang.ru/useful-articles/obrazczy-dokumentov-dlya-raboty-s-postavshhikami-iz-kitaya/,"Документы для работы с Китаем: контракт, инвойс, packing list и сертификация","Документы для работы с поставщиками из Китая: контракт, инвойс, упаковочный лист",0.904063,3,no,
https://longwang.ru/novosti-is-kitaya/itogi-rasprodazhi-11-11/,"Топ товаров на распродаже 11.11 в Китае 2024–2026: цифры, тренды и выводы для бизнеса",Итоги распродаж 11.11 2024–2026 В Китае: что покупают китайцы и как это пригодится бизнесу в РФ,2,0,https://longwang.ru/international/keetay-nasheemee-partnyeramee/,Россия и Китай: рост торговли сельхозпродукцией в 2025–2026,Россия и Китай: как растёт торговля сельхозпродукцией,0.90404,8,no,
https://longwang.ru/useful-articles/proslezhivaemost-tovarov/,Прослеживаемость импортных товаров суть системы - Long Wang,Прослеживаемость импортных товаров суть системы,2,0,https://longwang.ru/useful-articles/dokumentalnoe-oformlenie-importa-cherez-agenta/,Документы для импорта из Китая через агента: карго и официальный импорт,Документальное оформление импорта через агента: какие документы получает импортёр,0.903993,8,no,
https://longwang.ru/international/kitajskaya-kosmeticheskaya-industriya/,Косметика из Китая. Индустрия косметики в Китае - Long Wang,Косметика из Китая. Индустрия косметики в Китае,2,0,https://longwang.ru/international/proizvodstvo-plastmassovyh-izdelij-v-kitae/,Производство пластмассовых изделий в Китае - Long Wang,Производство пластмассовых изделий в Китае,0.903851,1,no,
https://longwang.ru/international/proizvodstvo-plastmassovyh-izdelij-v-kitae/,Производство пластмассовых изделий в Китае - Long Wang,Производство пластмассовых изделий в Китае,2,0,https://longwang.ru/international/kitajskaya-kosmeticheskaya-industriya/,Косметика из Китая. Индустрия косметики в Китае - Long Wang,Косметика из Китая. Индустрия косметики в Китае,0.903851,2,no,
https://longwang.ru/useful-articles/oplata-tovarov-v-kitae/,"Оплата товаров в Китае в этом году: способы, условия, таблица сравнения",Оплата товаров в Китае в новых реалиях,2,0,https://longwang.ru/international/,Внешняя экономика Китая - Long Wang,Внешняя экономика Китая,0.903838,4,no,
https://longwang.ru/useful-articles/ten-mistakes/,10 ключевых ошибок при работе с Китаем в Новый год,10 ключевых ошибок при работе с китайскими поставщиками в Новый год,2,0,https://longwang.ru/useful-articles/useful-articles-furniture-from-china/,"Импорт мебели из Китая: поставщики, доставка и таможня",Импорт мебели из Китая: как найти поставщика и избежать ошибок,0.9034,7,no,
https://longwang.ru/useful-articles/useful-articles-furniture-from-china/,"Импорт мебели из Китая: поставщики, доставка и таможня",Импорт мебели из Китая: как найти поставщика и избежать ошибок,2,0,https://longwang.ru/useful-articles/ten-mistakes/,10 ключевых ошибок при работе с Китаем в Новый год,10 ключевых ошибок при работе с китайскими поставщиками в Новый год,0.9034,4,no,
https://longwang.ru/international/tovarooborot-rossii-i-kitaya-stavit-rekordy/,Товарооборот России и Китая: как рекорды 2025–2026 меняют правила импорта,Рекорды товарооборота России и Китая: что это значит для бизнеса,2,0,https://longwang.ru/novosti-is-kitaya/spad-proizvodstva-kitaya/,"Производство в Китае 2026: где спад, а где рост для импортера",Производство в Китае 2025-2026: от спада к новому технологическому рывку,0.903035,6,no,
https://longwang.ru/useful-articles/oplata-tovarov-v-kitae/,"Оплата товаров в Китае в этом году: способы, условия, таблица сравнения",Оплата товаров в Китае в новых реалиях,2,0,https://longwang.ru/international/keetay-nasheemee-partnyeramee/,Россия и Китай: рост торговли сельхозпродукцией в 2025–2026,Россия и Китай: как растёт торговля сельхозпродукцией,0.902993,5,no,
https://longwang.ru/useful-articles/incorrect-labeling/,Неправильная маркировка товаров из Китая: штрафы до 1 млн и блокировки маркетплейсов,"Неправильная маркировка товаров из Китая: штрафы, риски и как их избежать",2,0,https://longwang.ru/useful-articles/populyarnyye-tovary-iz-kitaya/,"Как выбрать товар для импорта из Китая в 2026 году — спрос, маржа и риски",Как выбрать товар для импорта из Китая: пошаговый алгоритм,0.902876,7,no,
https://longwang.ru/useful-articles/chtoby-ozhidanie-sovpadalo-s-realnostyu-7-prakticheskih-rekomendaczii-dlya-vedeniya-biznesa-s-kitaem-s-nulya/,7 практических рекомендаций для ведения бизнеса с Китаем с нуля - Long Wang,7 практических рекомендаций для ведения бизнеса с Китаем с нуля,2,0,https://longwang.ru/supplies-services-china/equipment-from-china/,Оборудование из Китая — поставка оборудования для бизнеса,Оборудование из Китая для бизнеса,0.902847,5,no,
https://longwang.ru/useful-articles/oplata-tovarov-v-kitae/,"Оплата товаров в Китае в этом году: способы, условия, таблица сравнения",Оплата товаров в Китае в новых реалиях,2,0,https://longwang.ru/useful-articles/page/4/,Полезные статьи для работы с Китаем - Страница 4 из 7 - Long Wang,Полезные статьи для работы с Китаем,0.902638,6,no,
https://longwang.ru/useful-articles/find-chinese-supplier/,Как найти и проверить поставщика в Китае: с чего начать и что важно знать,Гид для начинающих импортёров: как искать и проверять поставщика в Китае,2,0,https://longwang.ru/useful-articles/kak-kupit-oborudovanie-kitay/,Гайд о покупке оборудования в Китае: пошаговая инструкция 2026,Как купить оборудование из Китая: пошаговый гайд от А до Я,0.902537,5,no,
https://longwang.ru/useful-articles/incorrect-labeling/,Неправильная маркировка товаров из Китая: штрафы до 1 млн и блокировки маркетплейсов,"Неправильная маркировка товаров из Китая: штрафы, риски и как их избежать",2,0,https://longwang.ru/useful-articles/kitajskie-internet-magaziny/,Китайские интернет-магазины: главные особенности - Long Wang,Китайские интернет-магазины: главные особенности,0.901854,8,no,
https://longwang.ru/useful-articles/kitajskie-internet-magaziny/,Китайские интернет-магазины: главные особенности - Long Wang,Китайские интернет-магазины: главные особенности,2,0,https://longwang.ru/useful-articles/incorrect-labeling/,Неправильная маркировка товаров из Китая: штрафы до 1 млн и блокировки маркетплейсов,"Неправильная маркировка товаров из Китая: штрафы, риски и как их избежать",0.901854,2,no,
https://longwang.ru/international/kitajskaya-kosmeticheskaya-industriya/,Косметика из Китая. Индустрия косметики в Китае - Long Wang,Косметика из Китая. Индустрия косметики в Китае,2,0,https://longwang.ru/useful-articles/parallelnyj-import-segodnya/,Параллельный импорт из Китая в настоящем: описание методик и правил,Параллельный импорт из Китая 2026: как ввозить бренды и где брать оригиналы,0.901723,2,no,
https://longwang.ru/useful-articles/oplata-tovarov-v-kitae/,"Оплата товаров в Китае в этом году: способы, условия, таблица сравнения",Оплата товаров в Китае в новых реалиях,2,0,https://longwang.ru/useful-articles/popular-products-china/,Популярные товары из Китая: что лучше продавать в России - Long Wang,Популярные товары из Китая в 2026 году: что выгодно импортировать и продавать,0.901536,7,no,
https://longwang.ru/useful-articles/find-chinese-supplier/,Как найти и проверить поставщика в Китае: с чего начать и что важно знать,Гид для начинающих импортёров: как искать и проверять поставщика в Китае,2,0,https://longwang.ru/useful-articles/mistakes-when-working-china/,Ошибки при импорте из Китая и как их избежать – Long Wang,7 ошибок при работе с китайской компанией,0.901021,6,no,
https://longwang.ru/useful-articles/mistakes-when-working-china/,Ошибки при импорте из Китая и как их избежать – Long Wang,7 ошибок при работе с китайской компанией,2,0,https://longwang.ru/useful-articles/find-chinese-supplier/,Как найти и проверить поставщика в Китае: с чего начать и что важно знать,Гид для начинающих импортёров: как искать и проверять поставщика в Китае,0.901021,1,no,
https://longwang.ru/useful-articles/ten-mistakes/,10 ключевых ошибок при работе с Китаем в Новый год,10 ключевых ошибок при работе с китайскими поставщиками в Новый год,2,0,https://longwang.ru/supplies-services-china/proverka-postavshhika-v-kitae/,Проверка поставщика в Китае - Long Wang,Проверка поставщика в Китае,0.900831,8,no,
https://longwang.ru/useful-articles/ozon-from-china/,Закупка товаров из Китая для Ozon: как не потерять деньги на старте - Long Wang,Закупка товаров из Китая для Ozon: как не потерять деньги на старте,2,0,https://longwang.ru/useful-articles/tovary-iz-kitaya-dlya-marketplejsov/,Что и как возить из Китая для Ozon и Wildberries. Гайд для селлеров маркетплейсов,"Товары из Китая для маркетплейсов: гайд для селлеров Ozon, Wildberries",0.900635,3,no,
https://longwang.ru/useful-articles/oplata-tovarov-v-kitae/,"Оплата товаров в Китае в этом году: способы, условия, таблица сравнения",Оплата товаров в Китае в новых реалиях,2,0,https://longwang.ru/novosti-is-kitaya/spad-proizvodstva-kitaya/,"Производство в Китае 2026: где спад, а где рост для импортера",Производство в Китае 2025-2026: от спада к новому технологическому рывку,0.900078,8,no,
https://longwang.ru/useful-articles/laboratory-thermo-equipment/,"Как выбрать лабораторное термооборудование из Китая: печи, шкафы, камеры",Как выбрать лабораторное термооборудование из Китая,2,0,https://longwang.ru/supplies-services-china/goods-check-china/,Проверка товара в Китае — инспекция и контроль качества,Проверка товара в Китае,0.90004,4,no,
https://longwang.ru/novosti-is-kitaya/portah-dalnego-vostoka/,Порты ДФО: Улучшение ситуации - обзор на октябрь 2022 - Long Wang,Порты ДФО: Улучшение ситуации — обзор на октябрь 2022,2,0,https://longwang.ru/useful-articles/tamozhennaya-sertifikacziya/,Таможенная сертификация товаров из Китая: полный гид по документам,Таможенная сертификация товаров из Китая: как легально ввезти и продавать в России,0.899992,6,no,
https://longwang.ru/novosti-is-kitaya/portah-dalnego-vostoka/,Порты ДФО: Улучшение ситуации - обзор на октябрь 2022 - Long Wang,Порты ДФО: Улучшение ситуации — обзор на октябрь 2022,2,0,https://longwang.ru/posledniye-novosti-iz-kitaya/page/7/,Последние новости из Китая - Страница 7 из 10 - Long Wang,новости из китая - Страница 7,0.899941,7,no,
https://longwang.ru/international/proizvodstvo-plastmassovyh-izdelij-v-kitae/,Производство пластмассовых изделий в Китае - Long Wang,Производство пластмассовых изделий в Китае,2,0,https://longwang.ru/useful-articles/page/5/,Полезные статьи для работы с Китаем - Страница 5 из 7 - Long Wang,Полезные статьи для работы с Китаем,0.899687,3,no,
https://longwang.ru/useful-articles/negotiations-with-chinese-partners/,"Переговоры с китайскими партнёрами: психология, тактика и скрытые смыслы",Переговоры с китайскими партнёрами: как их понимать и договариваться,2,0,https://longwang.ru/supplies-services-china/poisk-i-podbor-postavshika/,Поиск поставщика в Китае — подбор под задачу бизнеса | Long Wang,Поиск поставщика и производителя в Китае,0.899529,4,no,
https://longwang.ru/international/kitajskaya-kosmeticheskaya-industriya/,Косметика из Китая. Индустрия косметики в Китае - Long Wang,Косметика из Китая. Индустрия косметики в Китае,2,0,https://longwang.ru/useful-articles/zashhita-informaczii-ved/,Защита коммерческой информации по сделкам ВЭД - Long Wang,Защита коммерческой информации по сделкам ВЭД,0.899496,3,yes,Navigation
https://longwang.ru/novosti-is-kitaya/portah-dalnego-vostoka/,Порты ДФО: Улучшение ситуации - обзор на октябрь 2022 - Long Wang,Порты ДФО: Улучшение ситуации — обзор на октябрь 2022,2,0,https://longwang.ru/supplies-services-china/dostavka-is-kitaya/,Доставка из Китая в Россию - Без посредников и скрытых комиссий,Доставка из Китая в Россию,0.899489,8,no,
https://longwang.ru/useful-articles/ozon-from-china/,Закупка товаров из Китая для Ozon: как не потерять деньги на старте - Long Wang,Закупка товаров из Китая для Ozon: как не потерять деньги на старте,2,0,https://longwang.ru/projects/sbornye-postavki-dlya-melkogo-opta/,Кейс: сборная доставка из Китая для Wildberries — как снизить себестоимость на 35%,Кейс: переход на сборные поставки из Китая для Wildberries и Ozon,0.899291,4,no,
https://longwang.ru/useful-articles/useful-articles-furniture-from-china/,"Импорт мебели из Китая: поставщики, доставка и таможня",Импорт мебели из Китая: как найти поставщика и избежать ошибок,2,0,https://longwang.ru/supplies-services-china/,Услуги по Китаю — карта направлений для бизнеса - Long Wang,Услуги по Китаю,0.899254,5,no,
https://longwang.ru/useful-articles/ozon-from-china/,Закупка товаров из Китая для Ozon: как не потерять деньги на старте - Long Wang,Закупка товаров из Китая для Ozon: как не потерять деньги на старте,2,0,https://longwang.ru/useful-articles/populyarnyye-tovary-iz-kitaya/,"Как выбрать товар для импорта из Китая в 2026 году — спрос, маржа и риски",Как выбрать товар для импорта из Китая: пошаговый алгоритм,0.899167,5,no,
https://longwang.ru/international/proizvodstvo-plastmassovyh-izdelij-v-kitae/,Производство пластмассовых изделий в Китае - Long Wang,Производство пластмассовых изделий в Китае,2,0,https://longwang.ru/useful-articles/payment-methods-china/,Оплаты поставщикам в Китае. Проблемы. Способы. - Long Wang,Оплаты поставщикам в Китае. Проблемы. Способы.,0.899058,4,no,
